,Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name
2301,100772543,Ndufa11,NADH:ubiquinone oxidoreductase subunit A11,"This gene encodes a subunit of the membrane-bound mitochondrial complex I. Complex I is composed of numerous subunits and functions as the NADH-ubiquinol reductase of the mitochondrial electron transport chain. Mutations in this gene are associated with severe mitochondrial complex I deficiency. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Oct 2010]",ENSCGRG00015002156,ENSCGRG00001023471,XM_007642429,XP_007640619,"['GO:0032981', 'GO:0005747', 'GO:0005739', 'GO:0032981']", ,126328,NDUFA11
2302,100761760,Trim33,tripartite motif containing 33,"The protein encoded by this gene is thought to be a transcriptional corepressor. However, molecules that interact with this protein have not yet been identified. The protein is a member of the tripartite motif family. This motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. Three alternatively spliced transcript variants for this gene have been described, however, the full-length nature of one variant has not been determined. [provided by RefSeq, Jul 2008]",ENSCGRG00015026566,ENSCGRG00001014166,XM_003505820,XP_003505868,"['GO:0005634', 'GO:0016567', 'GO:0030514', 'GO:0070410', 'GO:0070412', 'GO:0017015', 'GO:0008270', 'GO:0005515', 'GO:0008270', 'GO:0005515']", ,51592,TRIM33
2303,100761359,Aurka,aurora kinase A,"The protein encoded by this gene is a cell cycle-regulated kinase that appears to be involved in microtubule formation and/or stabilization at the spindle pole during chromosome segregation. The encoded protein is found at the centrosome in interphase cells and at the spindle poles in mitosis. This gene may play a role in tumor development and progression. A processed pseudogene of this gene has been found on chromosome 1, and an unprocessed pseudogene has been found on chromosome 10. Multiple transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]",ENSCGRG00015017144,ENSCGRG00001014225,XM_003501441,XP_003501489,"['GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0004674', 'GO:0005815', 'GO:0005813', 'GO:0097431', 'GO:0000922', 'GO:0005654', 'GO:0005829', 'GO:0098978', 'GO:0009948', 'GO:0014069', 'GO:0005634', 'GO:0048471', 'GO:0043066', 'GO:0018105', 'GO:0045120', 'GO:0004672', 'GO:0019901', 'GO:0036064', 'GO:0010629', 'GO:0031647', 'GO:0000226', 'GO:0006915', 'GO:0031625', 'GO:0043203', 'GO:0006468', 'GO:0006468', 'GO:0009611', 'GO:0043161', 'GO:0072687', 'GO:0071539', 'GO:0000278', 'GO:0032091', 'GO:0072686', 'GO:0015630', 'GO:0051642', 'GO:0007052', 'GO:1990138', 'GO:0000212', 'GO:0007051', 'GO:0046982', 'GO:0051321', 'GO:0007098', 'GO:0032436', 'GO:0007057', 'GO:0007100', 'GO:1900195', 'GO:0005876', 'GO:0035174', 'GO:0097421', 'GO:0031616', 'GO:0042585', 'GO:0090141', 'GO:0007100', 'GO:0000212', 'GO:0007098', 'GO:0007052', 'GO:0000278', 'GO:0051321', 'GO:0000226', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0061523']",A0A8C2M3Y9,6790,AURKA
2304,100771717,Aldoa,"aldolase, fructose-bisphosphate A",,ENSCGRG00015025506,,XM_003510105,XP_003510153,,A0A061IB69,226,ALDOA
2305,100759325,Htatip2,HIV-1 Tat interactive protein 2,"Enables protein serine/threonine kinase activity. Involved in import into nucleus and regulation of angiogenesis. Acts upstream of or within positive regulation of programmed cell death; positive regulation of transcription by RNA polymerase II; and protein autophosphorylation. Located in cytosol and nuclear envelope. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015017400,ENSCGRG00001016457,XM_003502264,XP_003502312,"['GO:0004674', 'GO:0043068', 'GO:0045765', 'GO:0045944', 'GO:0046777', 'GO:0051170', 'GO:0005635', 'GO:0005737', 'GO:0005829']",G3HE39,10553,HTATIP2
2306,100755170,Cdk18,cyclin dependent kinase 18,"Predicted to enable ATP binding activity; cyclin-dependent protein serine/threonine kinase activity; and protein serine kinase activity. Predicted to be involved in protein phosphorylation and regulation of transcription involved in G1/S transition of mitotic cell cycle. Predicted to be active in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015003276,ENSCGRG00001024457,XM_003501204,XP_003501252,"['GO:0006468', 'GO:0004672', 'GO:0005524']", ,5129,CDK18
2307,100760940,Mylip,myosin regulatory light chain interacting protein,"The ERM protein family members ezrin, radixin, and moesin are cytoskeletal effector proteins linking actin to membrane-bound proteins at the cell surface. Myosin regulatory light chain interacting protein (MYLIP) is a novel ERM-like protein that interacts with myosin regulatory light chain and inhibits neurite outgrowth. [provided by RefSeq, Jul 2008]",,ENSCGRG00001020154,XM_007645944,XP_007644134,"['GO:0016567', 'GO:0007399', 'GO:0004842', 'GO:0004842', 'GO:0061630', 'GO:0061630', 'GO:0006511', 'GO:0010977', 'GO:0010989', 'GO:0042632', 'GO:0008092', 'GO:0031648', 'GO:0045732', 'GO:0032803', 'GO:0008092', 'GO:0005856']", ,29116,MYLIP
2309,100765100,Ndufab1,NADH:ubiquinone oxidoreductase subunit AB1,"Predicted to enable acyl binding activity; acyl carrier activity; and fatty acid binding activity. Involved in mitochondrial respiratory chain complex I assembly and protein lipoylation. Located in mitochondrion and nucleoplasm. Part of mitochondrial respiratory chain complex I. Colocalizes with mitochondrial large ribosomal subunit. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015014766,ENSCGRG00001005503,XM_003514530,XP_003514578,"['GO:0006629', 'GO:0006631', 'GO:0006633', 'GO:0009249', 'GO:0032981', 'GO:0005654', 'GO:0005739', 'GO:0005747', 'GO:0005762', 'GO:0044238', 'GO:0071704', 'GO:0044281', 'GO:0044571']",G3IIU8,4706,NDUFAB1
2310,100772003,Alg3,"ALG3 alpha-1,3- mannosyltransferase","This gene encodes a member of the ALG3 family. The encoded protein catalyses the addition of the first dol-P-Man derived mannose in an alpha 1,3 linkage to Man5GlcNAc2-PP-Dol. Defects in this gene have been associated with congenital disorder of glycosylation type Id (CDG-Id) characterized by abnormal N-glycosylation. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2008]",ENSCGRG00015002084,ENSCGRG00001010029,XM_035460573,XP_035316464,"['GO:0016020', 'GO:0016740', 'GO:0016757', 'GO:0006486', 'GO:0005783', 'GO:0005789', 'GO:0097502', 'GO:0000030', 'GO:0000033', 'GO:0052925']",G3I316,10195,ALG3
2311,100766993,Ephb2,EPH receptor B2,"This gene encodes a member of the Eph receptor family of receptor tyrosine kinase transmembrane glycoproteins. These receptors are composed of an N-terminal glycosylated ligand-binding domain, a transmembrane region and an intracellular kinase domain. They bind ligands called ephrins and are involved in diverse cellular processes including motility, division, and differentiation. A distinguishing characteristic of Eph-ephrin signaling is that both receptors and ligands are competent to transduce a signaling cascade, resulting in bidirectional signaling. This protein belongs to a subgroup of the Eph receptors called EphB. Proteins of this subgroup are distinguished from other members of the family by sequence homology and preferential binding affinity for membrane-bound ephrin-B ligands. Allelic variants are associated with prostate and brain cancer susceptibility. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2015]",ENSCGRG00015021217,ENSCGRG00001024803,XM_003503638,XP_003503686,"['GO:0005886', 'GO:0016310', 'GO:0004713', 'GO:0030424', 'GO:0001525', 'GO:0030425', 'GO:0042802', 'GO:0005654', 'GO:0098686', 'GO:0098978', 'GO:0005102', 'GO:0043025', 'GO:0030193', 'GO:0007411', 'GO:0000902', 'GO:0007612', 'GO:0060996', 'GO:0048168', 'GO:0007409', 'GO:0031290', 'GO:0009887', 'GO:0021952', 'GO:0022038', 'GO:0006468', 'GO:0042472', 'GO:0001540', 'GO:0030335', 'GO:0044877', 'GO:0042113', 'GO:0051965', 'GO:0038023', 'GO:0048593', 'GO:0050770', 'GO:0001933', 'GO:0007611', 'GO:1900273', 'GO:0042734', 'GO:0060021', 'GO:0048013', 'GO:0060997', 'GO:0007169', 'GO:0005005', 'GO:0006469', 'GO:0045211', 'GO:0007413', 'GO:0018108', 'GO:0008046', 'GO:0001655', 'GO:0051963', 'GO:0032760', 'GO:0050771', 'GO:0071679', 'GO:0070373', 'GO:0021631', 'GO:0048170', 'GO:0005003', 'GO:0031915', 'GO:0046580', 'GO:0050878', 'GO:0099557', 'GO:0106028', 'GO:1904782', 'GO:1904783', 'GO:0005003', 'GO:0007169', 'GO:0004713', 'GO:0005887', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0016021', 'GO:0002639', 'GO:0007162', 'GO:0030890']", ,2048,EPHB2
2312,100766192,Slc25a10,solute carrier family 25 member 10,"This gene encodes a member of a family of proteins that translocate small metabolites across the mitochondrial membrane. The encoded protein exchanges dicarboxylates, such as malate and succinate, for phosphate, sulfate, and other small molecules, thereby providing substrates for metabolic processes including the Krebs cycle and fatty acid synthesis. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Aug 2012]",ENSCGRG00015025194,ENSCGRG00001011885,XM_003496890,XP_003496938,"['GO:0016020', 'GO:0006839', 'GO:0031966', 'GO:0005739', 'GO:0005743', 'GO:0055085', 'GO:0015291', 'GO:0015140', 'GO:0005654', 'GO:0071423', 'GO:0031966', 'GO:0006839']",G3GX76,1468,SLC25A10
2313,100755324,Btd,biotinidase,"The protein encoded by this gene functions to recycle protein-bound biotin by cleaving biocytin (biotin-epsilon-lysine), a normal product of carboxylase degradation, resulting in regeneration of free biotin. The encoded protein has also been shown to have biotinyl transferase activity. Mutations in this gene are associated with biotinidase deficiency. Multiple transcript variants encoding different isoforms have been described. [provided by RefSeq, Aug 2013]",ENSCGRG00015021106,ENSCGRG00001020340,XM_035451808,XP_035307699,"['GO:0016811', 'GO:0006807']",A0A8C2MNM2,686,BTD
2314,100768281,Stambp,STAM binding protein,"Cytokine-mediated signal transduction in the JAK-STAT cascade requires the involvement of adaptor molecules. One such signal-transducing adaptor molecule contains an SH3 domain that is required for induction of MYC and cell growth. The protein encoded by this gene binds to the SH3 domain of the signal-transducing adaptor molecule, and plays a critical role in cytokine-mediated signaling for MYC induction and cell cycle progression. Multiple alternatively spliced transcript variants encoding the same protein isoform have been found for this gene. [provided by RefSeq, Jul 2008]",ENSCGRG00015012266,ENSCGRG00001016952,XM_003510024,XP_003510072,"['GO:0019904', 'GO:0005654', 'GO:0005829', 'GO:0005886', 'GO:0061578', 'GO:0046580', 'GO:0000281', 'GO:0014067', 'GO:0101005', 'GO:0016579', 'GO:0032154', 'GO:0061578', 'GO:0016579', 'GO:0008233', 'GO:0070536', 'GO:0008237', 'GO:0005515', 'GO:0140492', 'GO:0110088', 'GO:0110091']",A0A8C2MJM6,10617,STAMBP
2315,100759365,Csnk2a1,casein kinase 2 alpha 1,"Casein kinase II is a serine/threonine protein kinase that phosphorylates acidic proteins such as casein. It is involved in various cellular processes, including cell cycle control, apoptosis, and circadian rhythm. The kinase exists as a tetramer and is composed of an alpha, an alpha-prime, and two beta subunits. The alpha subunits contain the catalytic activity while the beta subunits undergo autophosphorylation. The protein encoded by this gene represents the alpha subunit. Multiple transcript variants encoding different protein isoforms have been found for this gene. [provided by RefSeq, Apr 2018]",ENSCGRG00015004046,ENSCGRG00001018495,XM_035461830,XP_035317721,"['GO:0000166', 'GO:0005524', 'GO:0004672', 'GO:0006468', 'GO:0004674', 'GO:0008013', 'GO:0016301', 'GO:0019888', 'GO:0046777']", ,1457,CSNK2A1
2316,100753348,Parp16,poly(ADP-ribose) polymerase family member 16,"Enables kinase binding activity; pentosyltransferase activity; and protein serine/threonine kinase activator activity. Involved in several processes, including IRE1-mediated unfolded protein response; positive regulation of protein serine/threonine kinase activity; and protein ADP-ribosylation. Located in endoplasmic reticulum tubular network and nuclear envelope. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015022150,ENSCGRG00001011381,XM_027439832,XP_027295633,"['GO:0003950', 'GO:0005783', 'GO:0005635', 'GO:1990830', 'GO:0060548', 'GO:0019900', 'GO:0071782', 'GO:0036498', 'GO:0030968', 'GO:1990404', 'GO:0070213', 'GO:0043539', 'GO:0071902', 'GO:0003950', 'GO:0140804', 'GO:0140806', 'GO:0140807']", ,54956,PARP16
2317,100752582,Pld2,phospholipase D2,"The protein encoded by this gene catalyzes the hydrolysis of phosphatidylcholine to phosphatidic acid and choline. The activity of the encoded enzyme is enhanced by phosphatidylinositol 4,5-bisphosphate and ADP-ribosylation factor-1. This protein localizes to the peripheral membrane and may be involved in cytoskeletal organization, cell cycle control, transcriptional regulation, and/or regulated secretion. Two transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jul 2011]",ENSCGRG00015005854,ENSCGRG00001011264,XM_035439418,XP_035295309,"['GO:0048017', 'GO:0006654', 'GO:0004630', 'GO:0035091', 'GO:0003824']", ,5338,PLD2
2318,100758459,Uhrf1,ubiquitin like with PHD and ring finger domains 1,"This gene encodes a member of a subfamily of RING-finger type E3 ubiquitin ligases. The protein binds to specific DNA sequences, and recruits a histone deacetylase to regulate gene expression. Its expression peaks at late G1 phase and continues during G2 and M phases of the cell cycle. It plays a major role in the G1/S transition by regulating topoisomerase IIalpha and retinoblastoma gene expression, and functions in the p53-dependent DNA damage checkpoint. It is regarded as a hub protein for the integration of epigenetic information. This gene is up-regulated in various cancers, and it is therefore considered to be a therapeutic target. Multiple transcript variants encoding different isoforms have been found for this gene. A related pseudogene exists on chromosome 12. [provided by RefSeq, Feb 2014]",ENSCGRG00015003155,ENSCGRG00001012088,XM_007642417,XP_007640607,"['GO:0008270', 'GO:0006511', 'GO:0004842', 'GO:0042393', 'GO:0000122', 'GO:0000785', 'GO:0005657', 'GO:0005654', 'GO:0016363', 'GO:0061630', 'GO:0005634', 'GO:0035064', 'GO:0000792', 'GO:0051865', 'GO:0008327', 'GO:0042802', 'GO:0050678', 'GO:0000987', 'GO:0000791', 'GO:0044729', 'GO:0010216', 'GO:0010390', 'GO:0016574', 'GO:0051247', 'GO:0005515']",G3HCI2,29128,UHRF1
2319,100761329,Flt1,fms related receptor tyrosine kinase 1,"This gene encodes a member of the vascular endothelial growth factor receptor (VEGFR) family. VEGFR family members are receptor tyrosine kinases (RTKs) which contain an extracellular ligand-binding region with seven immunoglobulin (Ig)-like domains, a transmembrane segment, and a tyrosine kinase (TK) domain within the cytoplasmic domain. This protein binds to VEGFR-A, VEGFR-B and placental growth factor and plays an important role in angiogenesis and vasculogenesis. Expression of this receptor is found in vascular endothelial cells, placental trophoblast cells and peripheral blood monocytes. Multiple transcript variants encoding different isoforms have been found for this gene. Isoforms include a full-length transmembrane receptor isoform and shortened, soluble isoforms. The soluble isoforms are associated with the onset of pre-eclampsia.[provided by RefSeq, May 2009]",ENSCGRG00015016910,ENSCGRG00001000764,XM_035436840,XP_035292731,"['GO:0005886', 'GO:0045766', 'GO:0030335', 'GO:0043235', 'GO:0046777', 'GO:0005021', 'GO:0019838', 'GO:0036332', 'GO:0002548', 'GO:0010863', 'GO:0014068', 'GO:0016477', 'GO:0018108', 'GO:0035924', 'GO:0036323', 'GO:0043406', 'GO:0043410', 'GO:0043552', 'GO:0048010', 'GO:1905563', 'GO:0015629', 'GO:0048010', 'GO:0005021', 'GO:0004714', 'GO:0007169', 'GO:0004713', 'GO:0005887', 'GO:0006468', 'GO:0004672', 'GO:0005524']", ,2321,FLT1
2320,100757929,Wwp1,WW domain containing E3 ubiquitin protein ligase 1,"WW domain-containing proteins are found in all eukaryotes and play an important role in the regulation of a wide variety of cellular functions such as protein degradation, transcription, and RNA splicing. This gene encodes a protein which contains 4 tandem WW domains and a HECT (homologous to the E6-associated protein carboxyl terminus) domain. The encoded protein belongs to a family of NEDD4-like proteins, which are E3 ubiquitin-ligase molecules and regulate key trafficking decisions, including targeting of proteins to proteosomes or lysosomes. Alternative splicing of this gene generates at least 6 transcript variants; however, the full length nature of these transcripts has not been defined. [provided by RefSeq, Jul 2008]",ENSCGRG00015012907,ENSCGRG00001017339,XM_035461908,XP_035317799,"['GO:0016567', 'GO:0004842', 'GO:0045892', 'GO:0061630', 'GO:0043161', 'GO:0006511', 'GO:0061630', 'GO:0004842', 'GO:0005515']", ,11059,WWP1
2321,100765484,LOC100765484,aldehyde oxidase 1,,ENSCGRG00015028803,,NM_001291944,NP_001278873,,M1ZMN3,316,AOX1
2322,100757713,Rnmt,RNA guanine-7 methyltransferase,"Enables RNA binding activity and mRNA (guanine-N7-)-methyltransferase activity. Involved in 7-methylguanosine mRNA capping. Located in fibrillar center and nucleoplasm. Part of mRNA cap binding activity complex; mRNA cap methyltransferase complex; and receptor complex. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015017108,ENSCGRG00001024115,XM_007647010,XP_007645200,"['GO:0005634', 'GO:0003723', 'GO:0004482', 'GO:0005654', 'GO:0001650', 'GO:0043235', 'GO:1990830', 'GO:0005845', 'GO:0006370', 'GO:0004482', 'GO:0031533', 'GO:0006370', 'GO:0004482', 'GO:0006370', 'GO:0004482', 'GO:0006370']",A0A8C2QPL7,8731,RNMT
2323,100769056,Usp7,ubiquitin specific peptidase 7,"The protein encoded by this gene belongs to the peptidase C19 family, which includes ubiquitinyl hydrolases. This protein deubiquitinates target proteins such as p53 (a tumor suppressor protein) and WASH (essential for endosomal protein recycling), and regulates their activities by counteracting the opposing ubiquitin ligase activity of proteins such as HDM2 and TRIM27, involved in the respective process. Mutations in this gene have been implicated in a neurodevelopmental disorder. [provided by RefSeq, Mar 2016]",ENSCGRG00015011578,ENSCGRG00001018007,XM_007649579,XP_007647769,"['GO:0005634', 'GO:0016579', 'GO:0005829', 'GO:0004197', 'GO:0004843', 'GO:0032991', 'GO:0032088', 'GO:0042752', 'GO:0031625', 'GO:0008022', 'GO:0031647', 'GO:0032435', 'GO:0050821', 'GO:0006111', 'GO:0002039', 'GO:1901537', 'GO:0051090', 'GO:1990380', 'GO:0010216', 'GO:0006283', 'GO:0016579', 'GO:0006511', 'GO:0004843', 'GO:0005515', 'GO:1905279', 'GO:0101005', 'GO:0035520', 'GO:0016579', 'GO:0006511', 'GO:0004843', 'GO:0005515']", ,7874,USP7
2324,100759330,Nek9,NIMA related kinase 9,"This gene encodes a member of the NimA (never in mitosis A) family of serine/threonine protein kinases. The encoded protein is activated in mitosis and, in turn, activates other family members during mitosis. This protein also mediates cellular processes that are essential for interphase progression. [provided by RefSeq, Jul 2016]",ENSCGRG00015001308,ENSCGRG00001020024,XM_027436794,XP_027292595,"['GO:0004674', 'GO:0000278', 'GO:0005813', 'GO:0019901', 'GO:0030295', 'GO:0006468', 'GO:0004672', 'GO:0005524']", ,91754,NEK9
2325,100756691,Ctsh,cathepsin H,"The protein encoded by this gene is a lysosomal cysteine proteinase important in the overall degradation of lysosomal proteins. It is composed of a dimer of disulfide-linked heavy and light chains, both produced from a single protein precursor. The encoded protein, which belongs to the peptidase C1 protein family, can act both as an aminopeptidase and as an endopeptidase. Increased expression of this gene has been correlated with malignant progression of prostate tumors. Alternate splicing of this gene results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2016]",ENSCGRG00015007318,ENSCGRG00001017759,XM_003495619,XP_003495667,"['GO:0016787', 'GO:0008233', 'GO:0008234', 'GO:0006508', 'GO:0005764', 'GO:0004175', 'GO:0004197', 'GO:0004252', 'GO:0008656', 'GO:0016505', 'GO:0001913', 'GO:0006915', 'GO:0006919', 'GO:0008284', 'GO:0010634', 'GO:0010952', 'GO:0031638', 'GO:0031648', 'GO:0032526', 'GO:0033619', 'GO:0043066', 'GO:0045766', 'GO:0060448', 'GO:2001235', 'GO:0004177', 'GO:0030108', 'GO:0070324', 'GO:0002250', 'GO:0002764', 'GO:0010628', 'GO:0010813', 'GO:0010815', 'GO:0030335', 'GO:0043129', 'GO:0070371', 'GO:0097067', 'GO:0005615', 'GO:0005829', 'GO:0036464', 'GO:0043231', 'GO:0097208']",A0A3L7HVH9,1512,CTSH
2326,100754073,Cdk19,cyclin dependent kinase 19,"This gene encodes a protein that is one of the components of the Mediator co-activator complex. The Mediator complex is a multi-protein complex required for transcriptional activation by DNA binding transcription factors of genes transcribed by RNA polymerase II. The protein encoded by this gene is similar to cyclin-dependent kinase 8 which can also be a component of the Mediator complex. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2014]",ENSCGRG00015026135,ENSCGRG00001013081,XM_003497007,XP_003497055,"['GO:0005654', 'GO:0005829', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0006468', 'GO:0004672', 'GO:0005524']", ,23097,CDK19
2327,100761252,Ern2,endoplasmic reticulum to nucleus signaling 2,"Enables several functions, including ATP binding activity; magnesium ion binding activity; and protein serine/threonine kinase activity. Involved in several processes, including apoptotic chromosome condensation; negative regulation of transcription, DNA-templated; and rRNA catabolic process. Predicted to be located in endoplasmic reticulum membrane and endoplasmic reticulum quality control compartment. Predicted to be integral component of membrane. Predicted to be part of IRE1-TRAF2-ASK1 complex. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015015018,ENSCGRG00001019098,XM_035438417,XP_035294308,"['GO:0004519', 'GO:0005524', 'GO:0000287', 'GO:0004674', 'GO:0045892', 'GO:0034976', 'GO:0006468', 'GO:0006355', 'GO:0005829', 'GO:0005783', 'GO:0070059', 'GO:1990604', 'GO:0043507', 'GO:0030263', 'GO:0016075', 'GO:0044322', 'GO:0004540', 'GO:0006397', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']", ,10595,ERN2
2328,100770918,Limk1,LIM domain kinase 1,"There are approximately 40 known eukaryotic LIM proteins, so named for the LIM domains they contain. LIM domains are highly conserved cysteine-rich structures containing 2 zinc fingers. Although zinc fingers usually function by binding to DNA or RNA, the LIM motif probably mediates protein-protein interactions. LIM kinase-1 and LIM kinase-2 belong to a small subfamily with a unique combination of 2 N-terminal LIM motifs and a C-terminal protein kinase domain. LIMK1 is a serine/threonine kinase that regulates actin polymerization via phosphorylation and inactivation of the actin binding factor cofilin. This protein is ubiquitously expressed during development and plays a role in many cellular processes associated with cytoskeletal structure. This protein also stimulates axon growth and may play a role in brain development. LIMK1 hemizygosity is implicated in the impaired visuospatial constructive cognition of Williams syndrome. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, Feb 2011]",ENSCGRG00015003937,ENSCGRG00001023083,XM_027438071,XP_027293872,"['GO:0004674', 'GO:0005737', 'GO:0005829', 'GO:0043005', 'GO:0016020', 'GO:0005634', 'GO:0030027', 'GO:0016607', 'GO:0006468', 'GO:0048675', 'GO:0051496', 'GO:0001673', 'GO:0005925', 'GO:0045773', 'GO:0043149', 'GO:0051444', 'GO:0032233', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0031072', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']", ,3984,LIMK1
2329,100762186,Aurkc,aurora kinase C,"This gene encodes a member of the Aurora subfamily of serine/threonine protein kinases. The encoded protein is a chromosomal passenger protein that forms complexes with Aurora-B and inner centromere proteins and may play a role in organizing microtubules in relation to centrosome/spindle function during mitosis. This gene is overexpressed in several cancer cell lines, suggesting an involvement in oncogenic signal transduction. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2008]",ENSCGRG00015005580,ENSCGRG00001022868,XM_016963449,XP_016818938,"['GO:0032133', 'GO:0048599', 'GO:0051255', 'GO:0006468', 'GO:0030496', 'GO:0000793', 'GO:0004672', 'GO:0005694', 'GO:0046777', 'GO:0051233', 'GO:0000775', 'GO:0007283', 'GO:0051321', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:1990385']", ,6795,AURKC
2330,100761524,Ppp1cb,protein phosphatase 1 catalytic subunit beta,"The protein encoded by this gene is one of the three catalytic subunits of protein phosphatase 1 (PP1). PP1 is a serine/threonine specific protein phosphatase known to be involved in the regulation of a variety of cellular processes, such as cell division, glycogen metabolism, muscle contractility, protein synthesis, and HIV-1 viral transcription. Mouse studies suggest that PP1 functions as a suppressor of learning and memory. Two alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jul 2008]",ENSCGRG00015024840,ENSCGRG00001003352,XM_007651329,XP_007649519,"['GO:0042752', 'GO:0042752', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0019901', 'GO:0006470', 'GO:0032922', 'GO:0043153', 'GO:0016791', 'GO:0004722', 'GO:0050115', 'GO:0030155', 'GO:0072357', 'GO:0000781', 'GO:0016787', 'GO:0016787']", ,5500,PPP1CB
2331,100765055,Cd36,CD36 molecule,"The protein encoded by this gene is the fourth major glycoprotein of the platelet surface and serves as a receptor for thrombospondin in platelets and various cell lines. Since thrombospondins are widely distributed proteins involved in a variety of adhesive processes, this protein may have important functions as a cell adhesion molecule. It binds to collagen, thrombospondin, anionic phospholipids and oxidized LDL. It directly mediates cytoadherence of Plasmodium falciparum parasitized erythrocytes and it binds long chain fatty acids and may function in the transport and/or as a regulator of fatty acid transport. Mutations in this gene cause platelet glycoprotein deficiency. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Feb 2014]",ENSCGRG00015010822,ENSCGRG00001010767,XM_027438239,XP_027294040,"['GO:0005886', 'GO:0016020', 'GO:0005794', 'GO:0006869', 'GO:0007155', 'GO:0001540', 'GO:0005041', 'GO:0005044', 'GO:0008035', 'GO:0008289', 'GO:0030169', 'GO:0035325', 'GO:0044877', 'GO:0070892', 'GO:0071813', 'GO:0150025', 'GO:0000122', 'GO:0001954', 'GO:0006898', 'GO:0006910', 'GO:0007166', 'GO:0007204', 'GO:0007263', 'GO:0009617', 'GO:0010628', 'GO:0010629', 'GO:0010744', 'GO:0010886', 'GO:0010942', 'GO:0019915', 'GO:0019934', 'GO:0030194', 'GO:0030299', 'GO:0030301', 'GO:0031623', 'GO:0032735', 'GO:0032755', 'GO:0032760', 'GO:0033993', 'GO:0034121', 'GO:0034197', 'GO:0034381', 'GO:0034383', 'GO:0035634', 'GO:0042308', 'GO:0042953', 'GO:0043123', 'GO:0043254', 'GO:0043277', 'GO:0043410', 'GO:0044539', 'GO:0045429', 'GO:0050731', 'GO:0050830', 'GO:0050892', 'GO:0050909', 'GO:0051092', 'GO:0055096', 'GO:0060100', 'GO:0060907', 'GO:0070374', 'GO:0070508', 'GO:0070542', 'GO:0070543', 'GO:0071221', 'GO:0071222', 'GO:0071223', 'GO:0071404', 'GO:0071447', 'GO:0071726', 'GO:0097009', 'GO:0098900', 'GO:0120162', 'GO:0140052', 'GO:0150024', 'GO:0150094', 'GO:1900227', 'GO:1903428', 'GO:1904646', 'GO:1990000', 'GO:2000121', 'GO:2000334', 'GO:2000379', 'GO:0009897', 'GO:0009986', 'GO:0031526', 'GO:0043235', 'GO:0045121', 'GO:0045177', 'GO:0071944', 'GO:0016324', 'GO:0006955', 'GO:0005324', 'GO:0015636', 'GO:1901480', 'GO:0015909', 'GO:0015911', 'GO:0015912', 'GO:1990379', 'GO:0032731', 'GO:0000165']",A0A061IQI3,948,CD36
2332,100758075,Gmpr2,guanosine monophosphate reductase 2,"This gene encodes an enzyme that catalyzes the irreversible and NADPH-dependent reductive deamination of guanosine monophosphate (GMP) to inosine monophosphate (IMP). The protein also functions in the re-utilization of free intracellular bases and purine nucleosides. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2017]",ENSCGRG00015017657,ENSCGRG00001025000,XM_016975417,XP_016830906,"['GO:0046872', 'GO:0016491', 'GO:0003824', 'GO:0009117', 'GO:0003920', 'GO:0006144', 'GO:0006163', 'GO:1902560', 'GO:0046037']",G3HDD3,51292,GMPR2
2333,100757133,Eif4a3,eukaryotic translation initiation factor 4A3,,ENSCGRG00015002748,,XM_007647239,XP_007645429,,A0A8C2QNE7,9775,EIF4A3
