Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name,system
100766725,Hsd11b2,hydroxysteroid 11-beta dehydrogenase 2,"There are at least two isozymes of the corticosteroid 11-beta-dehydrogenase, a microsomal enzyme complex responsible for the interconversion of cortisol and cortisone. The type I isozyme has both 11-beta-dehydrogenase (cortisol to cortisone) and 11-oxoreductase (cortisone to cortisol) activities. The type II isozyme, encoded by this gene, has only 11-beta-dehydrogenase activity. In aldosterone-selective epithelial tissues such as the kidney, the type II isozyme catalyzes the glucocorticoid cortisol to the inactive metabolite cortisone, thus preventing illicit activation of the mineralocorticoid receptor. In tissues that do not express the mineralocorticoid receptor, such as the placenta and testis, it protects cells from the growth-inhibiting and/or pro-apoptotic effects of cortisol, particularly during embryonic development. Mutations in this gene cause the syndrome of apparent mineralocorticoid excess and hypertension. [provided by RefSeq, Feb 2010]",ENSCGRG00015007403,ENSCGRG00001022477,XM_027440869,XP_027296670,"['GO:0005654', 'GO:0005811', 'GO:0007565', 'GO:0016491', 'GO:0070523', 'GO:0034650']", ,3291,HSD11B2,Carbohydrates Metabolism
100756678,Lipt2,lipoyl(octanoyl) transferase 2,"This gene encodes a mitochondrial protein that catalyzes the transfer of octanoic acid to lipoate-dependent enzymes such as octanoyl-ACP. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2016]",ENSCGRG00015014136,ENSCGRG00001003966,XM_035461941,XP_035317832,"['GO:0005739', 'GO:0009249', 'GO:2000376', 'GO:0033819', 'GO:0009249', 'GO:0036211']", ,387787,LIPT2,Carbohydrates Metabolism
100754963,Agpat2,1-acylglycerol-3-phosphate O-acyltransferase 2,"This gene encodes a member of the 1-acylglycerol-3-phosphate O-acyltransferase family. The protein is located within the endoplasmic reticulum membrane and converts lysophosphatidic acid to phosphatidic acid, the second step in de novo phospholipid biosynthesis. Mutations in this gene have been associated with congenital generalized lipodystrophy (CGL), or Berardinelli-Seip syndrome, a disease characterized by a near absence of adipose tissue and severe insulin resistance. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]",ENSCGRG00015010883,ENSCGRG00001014817,XM_003514921,XP_003514969,"['GO:0005783', 'GO:0003841', 'GO:0001819', 'GO:0006654', 'GO:0003841', 'GO:0008654', 'GO:0016746', 'GO:0016020']", ,10555,AGPAT2,Lipid Metabolism
100768531,Igf1r,insulin like growth factor 1 receptor,"This receptor binds insulin-like growth factor with a high affinity. It has tyrosine kinase activity. The insulin-like growth factor I receptor plays a critical role in transformation events. Cleavage of the precursor generates alpha and beta subunits. It is highly overexpressed in most malignant tissues where it functions as an anti-apoptotic agent by enhancing cell survival. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2014]",ENSCGRG00015021353,ENSCGRG00001024468,XM_007644721,XP_007642911,"['GO:0004713', 'GO:0043066', 'GO:0042802', 'GO:0008284', 'GO:0030335', 'GO:0043235', 'GO:0046777', 'GO:0016020', 'GO:0006955', 'GO:0097242', 'GO:0043548', 'GO:1904646', 'GO:0046328', 'GO:0043231', 'GO:0043560', 'GO:0043548', 'GO:0005158', 'GO:0048009', 'GO:0038083', 'GO:0043560', 'GO:0031994', 'GO:0045056', 'GO:0048015', 'GO:0035867', 'GO:0005010', 'GO:0005520', 'GO:0043559', 'GO:0140318', 'GO:1902911', 'GO:0004714', 'GO:0046777', 'GO:0007169', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0016021', 'GO:0016020', 'GO:0043409']",A0A8C2N2R2,3480,IGF1R,Protein Product Synthesis
100772543,Ndufa11,NADH:ubiquinone oxidoreductase subunit A11,"This gene encodes a subunit of the membrane-bound mitochondrial complex I. Complex I is composed of numerous subunits and functions as the NADH-ubiquinol reductase of the mitochondrial electron transport chain. Mutations in this gene are associated with severe mitochondrial complex I deficiency. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Oct 2010]",ENSCGRG00015002156,ENSCGRG00001023471,XM_007642429,XP_007640619,"['GO:0032981', 'GO:0005747', 'GO:0005739', 'GO:0032981']", ,126328,NDUFA11,Energy Metabolism
100771717,Aldoa,"aldolase, fructose-bisphosphate A",,ENSCGRG00015025506,,XM_003510105,XP_003510153,,A0A061IB69,226,ALDOA,Carbohydrates Metabolism
100759325,Htatip2,HIV-1 Tat interactive protein 2,"Enables protein serine/threonine kinase activity. Involved in import into nucleus and regulation of angiogenesis. Acts upstream of or within positive regulation of programmed cell death; positive regulation of transcription by RNA polymerase II; and protein autophosphorylation. Located in cytosol and nuclear envelope. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015017400,ENSCGRG00001016457,XM_003502264,XP_003502312,"['GO:0004674', 'GO:0043068', 'GO:0045765', 'GO:0045944', 'GO:0046777', 'GO:0051170', 'GO:0005635', 'GO:0005737', 'GO:0005829']",G3HE39,10553,HTATIP2,Carbohydrates Metabolism
100765100,Ndufab1,NADH:ubiquinone oxidoreductase subunit AB1,"Predicted to enable acyl binding activity; acyl carrier activity; and fatty acid binding activity. Involved in mitochondrial respiratory chain complex I assembly and protein lipoylation. Located in mitochondrion and nucleoplasm. Part of mitochondrial respiratory chain complex I. Colocalizes with mitochondrial large ribosomal subunit. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015014766,ENSCGRG00001005503,XM_003514530,XP_003514578,"['GO:0006629', 'GO:0006631', 'GO:0006633', 'GO:0009249', 'GO:0032981', 'GO:0005654', 'GO:0005739', 'GO:0005747', 'GO:0005762', 'GO:0044238', 'GO:0071704', 'GO:0044281', 'GO:0044571']",G3IIU8,4706,NDUFAB1,Protein Product Synthesis
100772003,Alg3,"ALG3 alpha-1,3- mannosyltransferase","This gene encodes a member of the ALG3 family. The encoded protein catalyses the addition of the first dol-P-Man derived mannose in an alpha 1,3 linkage to Man5GlcNAc2-PP-Dol. Defects in this gene have been associated with congenital disorder of glycosylation type Id (CDG-Id) characterized by abnormal N-glycosylation. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2008]",ENSCGRG00015002084,ENSCGRG00001010029,XM_035460573,XP_035316464,"['GO:0016020', 'GO:0016740', 'GO:0016757', 'GO:0006486', 'GO:0005783', 'GO:0005789', 'GO:0097502', 'GO:0000030', 'GO:0000033', 'GO:0052925']",G3I316,10195,ALG3,Protein Product Synthesis
100766993,Ephb2,EPH receptor B2,"This gene encodes a member of the Eph receptor family of receptor tyrosine kinase transmembrane glycoproteins. These receptors are composed of an N-terminal glycosylated ligand-binding domain, a transmembrane region and an intracellular kinase domain. They bind ligands called ephrins and are involved in diverse cellular processes including motility, division, and differentiation. A distinguishing characteristic of Eph-ephrin signaling is that both receptors and ligands are competent to transduce a signaling cascade, resulting in bidirectional signaling. This protein belongs to a subgroup of the Eph receptors called EphB. Proteins of this subgroup are distinguished from other members of the family by sequence homology and preferential binding affinity for membrane-bound ephrin-B ligands. Allelic variants are associated with prostate and brain cancer susceptibility. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2015]",ENSCGRG00015021217,ENSCGRG00001024803,XM_003503638,XP_003503686,"['GO:0005886', 'GO:0016310', 'GO:0004713', 'GO:0030424', 'GO:0001525', 'GO:0030425', 'GO:0042802', 'GO:0005654', 'GO:0098686', 'GO:0098978', 'GO:0005102', 'GO:0043025', 'GO:0030193', 'GO:0007411', 'GO:0000902', 'GO:0007612', 'GO:0060996', 'GO:0048168', 'GO:0007409', 'GO:0031290', 'GO:0009887', 'GO:0021952', 'GO:0022038', 'GO:0006468', 'GO:0042472', 'GO:0001540', 'GO:0030335', 'GO:0044877', 'GO:0042113', 'GO:0051965', 'GO:0038023', 'GO:0048593', 'GO:0050770', 'GO:0001933', 'GO:0007611', 'GO:1900273', 'GO:0042734', 'GO:0060021', 'GO:0048013', 'GO:0060997', 'GO:0007169', 'GO:0005005', 'GO:0006469', 'GO:0045211', 'GO:0007413', 'GO:0018108', 'GO:0008046', 'GO:0001655', 'GO:0051963', 'GO:0032760', 'GO:0050771', 'GO:0071679', 'GO:0070373', 'GO:0021631', 'GO:0048170', 'GO:0005003', 'GO:0031915', 'GO:0046580', 'GO:0050878', 'GO:0099557', 'GO:0106028', 'GO:1904782', 'GO:1904783', 'GO:0005003', 'GO:0007169', 'GO:0004713', 'GO:0005887', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0016021', 'GO:0002639', 'GO:0007162', 'GO:0030890']", ,2048,EPHB2,Protein Product Synthesis
100755324,Btd,biotinidase,"The protein encoded by this gene functions to recycle protein-bound biotin by cleaving biocytin (biotin-epsilon-lysine), a normal product of carboxylase degradation, resulting in regeneration of free biotin. The encoded protein has also been shown to have biotinyl transferase activity. Mutations in this gene are associated with biotinidase deficiency. Multiple transcript variants encoding different isoforms have been described. [provided by RefSeq, Aug 2013]",ENSCGRG00015021106,ENSCGRG00001020340,XM_035451808,XP_035307699,"['GO:0016811', 'GO:0006807']",A0A8C2MNM2,686,BTD,Vitamin & Cofactor Metabolism
100752582,Pld2,phospholipase D2,"The protein encoded by this gene catalyzes the hydrolysis of phosphatidylcholine to phosphatidic acid and choline. The activity of the encoded enzyme is enhanced by phosphatidylinositol 4,5-bisphosphate and ADP-ribosylation factor-1. This protein localizes to the peripheral membrane and may be involved in cytoskeletal organization, cell cycle control, transcriptional regulation, and/or regulated secretion. Two transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jul 2011]",ENSCGRG00015005854,ENSCGRG00001011264,XM_035439418,XP_035295309,"['GO:0048017', 'GO:0006654', 'GO:0004630', 'GO:0035091', 'GO:0003824']", ,5338,PLD2,Lipid Metabolism
100761329,Flt1,fms related receptor tyrosine kinase 1,"This gene encodes a member of the vascular endothelial growth factor receptor (VEGFR) family. VEGFR family members are receptor tyrosine kinases (RTKs) which contain an extracellular ligand-binding region with seven immunoglobulin (Ig)-like domains, a transmembrane segment, and a tyrosine kinase (TK) domain within the cytoplasmic domain. This protein binds to VEGFR-A, VEGFR-B and placental growth factor and plays an important role in angiogenesis and vasculogenesis. Expression of this receptor is found in vascular endothelial cells, placental trophoblast cells and peripheral blood monocytes. Multiple transcript variants encoding different isoforms have been found for this gene. Isoforms include a full-length transmembrane receptor isoform and shortened, soluble isoforms. The soluble isoforms are associated with the onset of pre-eclampsia.[provided by RefSeq, May 2009]",ENSCGRG00015016910,ENSCGRG00001000764,XM_035436840,XP_035292731,"['GO:0005886', 'GO:0045766', 'GO:0030335', 'GO:0043235', 'GO:0046777', 'GO:0005021', 'GO:0019838', 'GO:0036332', 'GO:0002548', 'GO:0010863', 'GO:0014068', 'GO:0016477', 'GO:0018108', 'GO:0035924', 'GO:0036323', 'GO:0043406', 'GO:0043410', 'GO:0043552', 'GO:0048010', 'GO:1905563', 'GO:0015629', 'GO:0048010', 'GO:0005021', 'GO:0004714', 'GO:0007169', 'GO:0004713', 'GO:0005887', 'GO:0006468', 'GO:0004672', 'GO:0005524']", ,2321,FLT1,Protein Product Synthesis
100765484,LOC100765484,aldehyde oxidase 1,,ENSCGRG00015028803,,NM_001291944,NP_001278873,,M1ZMN3,316,AOX1,Vitamin & Cofactor Metabolism
100756691,Ctsh,cathepsin H,"The protein encoded by this gene is a lysosomal cysteine proteinase important in the overall degradation of lysosomal proteins. It is composed of a dimer of disulfide-linked heavy and light chains, both produced from a single protein precursor. The encoded protein, which belongs to the peptidase C1 protein family, can act both as an aminopeptidase and as an endopeptidase. Increased expression of this gene has been correlated with malignant progression of prostate tumors. Alternate splicing of this gene results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2016]",ENSCGRG00015007318,ENSCGRG00001017759,XM_003495619,XP_003495667,"['GO:0016787', 'GO:0008233', 'GO:0008234', 'GO:0006508', 'GO:0005764', 'GO:0004175', 'GO:0004197', 'GO:0004252', 'GO:0008656', 'GO:0016505', 'GO:0001913', 'GO:0006915', 'GO:0006919', 'GO:0008284', 'GO:0010634', 'GO:0010952', 'GO:0031638', 'GO:0031648', 'GO:0032526', 'GO:0033619', 'GO:0043066', 'GO:0045766', 'GO:0060448', 'GO:2001235', 'GO:0004177', 'GO:0030108', 'GO:0070324', 'GO:0002250', 'GO:0002764', 'GO:0010628', 'GO:0010813', 'GO:0010815', 'GO:0030335', 'GO:0043129', 'GO:0070371', 'GO:0097067', 'GO:0005615', 'GO:0005829', 'GO:0036464', 'GO:0043231', 'GO:0097208']",A0A3L7HVH9,1512,CTSH,Protein Product Synthesis
100761524,Ppp1cb,protein phosphatase 1 catalytic subunit beta,"The protein encoded by this gene is one of the three catalytic subunits of protein phosphatase 1 (PP1). PP1 is a serine/threonine specific protein phosphatase known to be involved in the regulation of a variety of cellular processes, such as cell division, glycogen metabolism, muscle contractility, protein synthesis, and HIV-1 viral transcription. Mouse studies suggest that PP1 functions as a suppressor of learning and memory. Two alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jul 2008]",ENSCGRG00015024840,ENSCGRG00001003352,XM_007651329,XP_007649519,"['GO:0042752', 'GO:0042752', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0019901', 'GO:0006470', 'GO:0032922', 'GO:0043153', 'GO:0016791', 'GO:0004722', 'GO:0050115', 'GO:0030155', 'GO:0072357', 'GO:0000781', 'GO:0016787', 'GO:0016787']", ,5500,PPP1CB,Protein Product Synthesis
100758075,Gmpr2,guanosine monophosphate reductase 2,"This gene encodes an enzyme that catalyzes the irreversible and NADPH-dependent reductive deamination of guanosine monophosphate (GMP) to inosine monophosphate (IMP). The protein also functions in the re-utilization of free intracellular bases and purine nucleosides. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2017]",ENSCGRG00015017657,ENSCGRG00001025000,XM_016975417,XP_016830906,"['GO:0046872', 'GO:0016491', 'GO:0003824', 'GO:0009117', 'GO:0003920', 'GO:0006144', 'GO:0006163', 'GO:1902560', 'GO:0046037']",G3HDD3,51292,GMPR2,Nucleotide Metabolism
100757133,Eif4a3,eukaryotic translation initiation factor 4A3,,ENSCGRG00015002748,,XM_007647239,XP_007645429,,A0A8C2QNE7,9775,EIF4A3,Energy Metabolism
100772328,Tyro3,TYRO3 protein tyrosine kinase,"The gene is part of a 3-member transmembrane receptor kinase receptor family with a processed pseudogene distal on chromosome 15. The encoded protein is activated by the products of the growth arrest-specific gene 6 and protein S genes and is involved in controlling cell survival and proliferation, spermatogenesis, immunoregulation and phagocytosis. The encoded protein has also been identified as a cell entry factor for Ebola and Marburg viruses. [provided by RefSeq, May 2010]",ENSCGRG00015023602,ENSCGRG00001004655,XM_027406342,XP_027262143,"['GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0004713', 'GO:0009986', 'GO:0050728', 'GO:0007283', 'GO:0001764', 'GO:0043277', 'GO:0043491', 'GO:0046777', 'GO:0043524', 'GO:0034122', 'GO:0030168', 'GO:0070527', 'GO:0001779', 'GO:0007218', 'GO:0021885', 'GO:0032940', 'GO:0034446', 'GO:0042698', 'GO:0051250', 'GO:0060068', 'GO:0043548', 'GO:0045824', 'GO:0070050', 'GO:0051402', 'GO:0046649', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0051649', 'GO:0001618', 'GO:1903902']", ,7301,TYRO3,Protein Product Synthesis
103160864,Macrod2,mono-ADP ribosylhydrolase 2,"The protein encoded by this gene is a deacetylase involved in removing ADP-ribose from mono-ADP-ribosylated proteins. The encoded protein has been shown to translocate from the nucleus to the cytoplasm upon DNA damage. [provided by RefSeq, May 2017]",ENSCGRG00015008680,ENSCGRG00001022787,XM_016977729,XP_016833218,"[nan, 'GO:0005634', 'GO:0016798', 'GO:0006974', 'GO:0005730', 'GO:0005654', 'GO:0009617', 'GO:0007420', 'GO:0019213', 'GO:0140293', 'GO:0042278', 'GO:0051725', 'GO:0140291', nan]", ,140733,MACROD2,Amino Acid Metabolism
100772741,Ret,ret proto-oncogene,"This gene encodes a transmembrane receptor and member of the tyrosine protein kinase family of proteins. Binding of ligands such as GDNF (glial cell-line derived neurotrophic factor) and other related proteins to the encoded receptor stimulates receptor dimerization and activation of downstream signaling pathways that play a role in cell differentiation, growth, migration and survival. The encoded receptor is important in development of the nervous system, and the development of organs and tissues derived from the neural crest. This proto-oncogene can undergo oncogenic activation through both cytogenetic rearrangement and activating point mutations. Mutations in this gene are associated with Hirschsprung disease and central hypoventilation syndrome and have been identified in patients with renal agenesis. [provided by RefSeq, Sep 2017]",ENSCGRG00015006125,ENSCGRG00001017584,XM_027437887,XP_027293688,"['GO:0005886', 'GO:0010008', 'GO:0004714', 'GO:0045893', 'GO:0035860', 'GO:0030335', 'GO:0001755', 'GO:0010628', 'GO:0007399', 'GO:0001657', 'GO:0043235', 'GO:0051897', 'GO:0043410', 'GO:0030182', 'GO:0033619', 'GO:0030155', 'GO:0000165', 'GO:0010976', 'GO:0071300', 'GO:0050770', 'GO:0048484', 'GO:0033630', 'GO:0045793', 'GO:0007169', 'GO:0042551', 'GO:0007158', 'GO:0007158', 'GO:0048265', 'GO:0001838', 'GO:0033141', 'GO:0035799', 'GO:0005509', 'GO:0061146', 'GO:0072300', 'GO:0098797', 'GO:0004713', 'GO:0007156', 'GO:0006468', 'GO:0004672', 'GO:0005509', 'GO:0005524', 'GO:0016020']", ,5979,RET,Protein Product Synthesis
100763807,Prdm8,PR/SET domain 8,"This gene encodes a protein that belongs to a conserved family of histone methyltransferases that predominantly act as negative regulators of transcription. The encoded protein contains an N-terminal Su(var)3-9, Enhancer-of-zeste, and Trithorax (SET) domain and a double zinc-finger domain. Knockout of this gene in mouse results in mistargeting by neurons of the dorsal telencephalon, abnormal itch-like behavior, and impaired differentiation of rod bipolar cells. In humans, the protein has been shown to interact with the phosphatase laforin and the ubiquitin ligase malin, which regulate glycogen construction in the cytoplasm. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]",ENSCGRG00015019068,ENSCGRG00001011271,XM_016979043,XP_016834532,"['GO:0005634', 'GO:0005654', 'GO:0016604', 'GO:0005515']", ,56978,PRDM8,Amino Acid Metabolism
100771549,Cel,carboxyl ester lipase,"The protein encoded by this gene is a glycoprotein secreted from the pancreas into the digestive tract and from the lactating mammary gland into human milk. The physiological role of this protein is in cholesterol and lipid-soluble vitamin ester hydrolysis and absorption. This encoded protein promotes large chylomicron production in the intestine. Also its presence in plasma suggests its interactions with cholesterol and oxidized lipoproteins to modulate the progression of atherosclerosis. In pancreatic tumoral cells, this encoded protein is thought to be sequestrated within the Golgi compartment and is probably not secreted. This gene contains a variable number of tandem repeat (VNTR) polymorphism in the coding region that may influence the function of the encoded protein. [provided by RefSeq, Jul 2008]",ENSCGRG00015013007,ENSCGRG00001017763,XM_035437855,XP_035293746,"['GO:0046514', 'GO:0016788', 'GO:0006629', 'GO:0030157', 'GO:0030299']", ,1056,CEL,Lipid Metabolism
100775004,Slc16a1,solute carrier family 16 member 1,"The protein encoded by this gene is a proton-linked monocarboxylate transporter that catalyzes the movement of many monocarboxylates, such as lactate and pyruvate, across the plasma membrane. Mutations in this gene are associated with erythrocyte lactate transporter defect. Alternatively spliced transcript variants have been found for this gene.[provided by RefSeq, Oct 2009]",ENSCGRG00015026875,ENSCGRG00001016479,XM_003512965,XP_003513013,"['GO:0005886', 'GO:0016020', 'GO:0055085', 'GO:0022857', 'GO:0008028', 'GO:0015718', 'GO:0006629', 'GO:0032094', 'GO:0042593', 'GO:0050796', 'GO:0051780', 'GO:0045202', 'GO:0015129', 'GO:0005887', 'GO:0016021', 'GO:0035879', 'GO:0007098', 'GO:0005813', 'GO:0009925', 'GO:0016324', 'GO:0016328', 'GO:0030054', 'GO:0043231', 'GO:0015141', 'GO:0071422', 'GO:0015650', 'GO:0042867']",G3IDS7,6566,SLC16A1,Amino Acid Metabolism
100762075,Ptdss1,phosphatidylserine synthase 1,"The protein encoded by this gene catalyzes the formation of phosphatidylserine from either phosphatidylcholine or phosphatidylethanolamine. Phosphatidylserine localizes to the mitochondria-associated membrane of the endoplasmic reticulum, where it serves a structural role as well as a signaling role. Defects in this gene are a cause of Lenz-Majewski hyperostotic dwarfism. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2014]",ENSCGRG00015000543,ENSCGRG00001017439,XM_035461884,XP_035317775,"['GO:0016020', 'GO:0016020', 'GO:0016740', 'GO:0006629', 'GO:0005783', 'GO:0005789', 'GO:0005789', 'GO:0008654', 'GO:0006659', 'GO:0006659', 'GO:0106245', 'GO:0106245', 'GO:0106258', 'GO:0106258']", ,9791,PTDSS1,Lipid Metabolism
100751185,Fut2,fucosyltransferase 2,,,,XM_035459993,XP_035315884,, ,653677,SEC1P,Protein Product Synthesis
100756865,Ptgr1,prostaglandin reductase 1,"This gene encodes an enzyme that is involved in the inactivation of the chemotactic factor, leukotriene B4. The encoded protein specifically catalyzes the NADP+ dependent conversion of leukotriene B4 to 12-oxo-leukotriene B4. A pseudogene of this gene is found on chromosome 1. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2009]",ENSCGRG00015027168,ENSCGRG00001003272,XM_003510575,XP_003510623,"['GO:0006693', 'GO:0036132', 'GO:0047522', 'GO:0032440', 'GO:0005737', 'GO:0016491', 'GO:0035798']", ,22949,PTGR1,Lipid Metabolism
100758848,Rpusd4,RNA pseudouridine synthase D4,"Enables mitochondrial ribosomal large subunit rRNA binding activity; pseudouridine synthase activity; and tRNA binding activity. Involved in mitochondrial tRNA pseudouridine synthesis and positive regulation of mitochondrial translation. Located in mitochondrion; nucleoplasm; and ribonucleoprotein granule. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015008189,ENSCGRG00001024141,XM_003502702,XP_003502750,"['GO:0003723', 'GO:0009982', 'GO:0001522', 'GO:0009451', 'GO:0070131', 'GO:0000049', 'GO:1990400', 'GO:0070902', 'GO:0005654', 'GO:0005739', 'GO:0035770', 'GO:1990481']",G3HFJ7,84881,RPUSD4,Nucleotide Metabolism
100753910,Prkcsh,protein kinase C substrate 80K-H,"This gene encodes the beta-subunit of glucosidase II, an N-linked glycan-processing enzyme in the endoplasmic reticulum. The encoded protein is an acidic phosphoprotein known to be a substrate for protein kinase C. Mutations in this gene have been associated with the autosomal dominant polycystic liver disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]",ENSCGRG00015003311,ENSCGRG00001022593,XM_016974295,XP_016829784,"['GO:0005509', 'GO:0001701', 'GO:0001889', 'GO:0005783', 'GO:0010977', 'GO:0003723', 'GO:0006807', 'GO:0017177', 'GO:0005509', 'GO:0005515']",A0A8C2MW75,5589,PRKCSH,Protein Product Synthesis
100763234,Pnpla1,patatin like phospholipase domain containing 1,"The protein encoded by this gene belongs to the patatin-like phospholipase (PNPLA) family, which is characterized by the presence of a highly conserved patatin domain. PNPLA family members have diverse lipolytic and acyltransferase activities, and are key elements in lipid metabolism. While other members of this family have been well characterized, the function of this gene remained an enigma. However, recent studies show that this gene is expressed in the skin epidermal keratinocytes, and has a role in glycerophospholipid metabolism in the cutaneous barrier. Consistent with these observations, mutations in this gene are associated with ichthyosis in human (autosomal recessive congenital ichthyoses, ARCI) and dog. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2012]",,ENSCGRG00001017390,XM_035459959,XP_035315850,"['GO:0046513', 'GO:0061436', 'GO:0030216', 'GO:0030280', 'GO:0006629', 'GO:0016042', 'GO:0016787', 'GO:0016747', 'GO:0106341', 'GO:0106342']", ,285848,PNPLA1,Lipid Metabolism
100759869,LOC100759869,"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial","The branched-chain alpha-keto acid dehydrogenase complex (BCKD) is an inner-mitochondrial enzyme complex involved in the breakdown of the branched-chain amino acids isoleucine, leucine, and valine. The BCKD complex is thought to be composed of a core of 24 transacylase (E2) subunits, and associated decarboxylase (E1), dehydrogenase (E3), and regulatory subunits. This gene encodes the transacylase (E2) subunit. Mutations in this gene result in maple syrup urine disease, type 2. Alternatively spliced transcript variants have been described, but their biological validity has not been determined. [provided by RefSeq, Jul 2008]",ENSCGRG00015027307,ENSCGRG00001006791,XM_027385826,XP_027241627,"['GO:0005829', 'GO:0005739', 'GO:0015630', 'GO:0031625', 'GO:0042645', 'GO:0016746', 'GO:0009083', 'GO:0005947']", ,1629,DBT,Amino Acid Metabolism
100751753,Idh3g,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,"Isocitrate dehydrogenases catalyze the oxidative decarboxylation of isocitrate to 2-oxoglutarate. These enzymes belong to two distinct subclasses, one of which utilizes NAD(+) as the electron acceptor and the other NADP(+). Five isocitrate dehydrogenases have been reported: three NAD(+)-dependent isocitrate dehydrogenases, which localize to the mitochondrial matrix, and two NADP(+)-dependent isocitrate dehydrogenases, one of which is mitochondrial and the other predominantly cytosolic. NAD(+)-dependent isocitrate dehydrogenases catalyze the allosterically regulated rate-limiting step of the tricarboxylic acid cycle. Each isozyme is a heterotetramer that is composed of two alpha subunits, one beta subunit, and one gamma subunit. The protein encoded by this gene is the gamma subunit of one isozyme of NAD(+)-dependent isocitrate dehydrogenase. This gene is a candidate gene for periventricular heterotopia. Several alternatively spliced transcript variants of this gene have been described, but only some of their full length natures have been determined. [provided by RefSeq, Jul 2008]",ENSCGRG00015004679,ENSCGRG00001012756,XM_007647046,XP_007645236,"['GO:0016491', 'GO:0000287', 'GO:0016616', 'GO:0051287', 'GO:0006099', 'GO:0005739', 'GO:0000287', 'GO:0005730', 'GO:0005739', 'GO:0016616', 'GO:0006099', 'GO:0000287', 'GO:0051287', 'GO:0006099', 'GO:0005962']",A0A8C2LZK8,3421,IDH3G,Energy Metabolism
100765485,Abat,4-aminobutyrate aminotransferase,"4-aminobutyrate aminotransferase (ABAT) is responsible for catabolism of gamma-aminobutyric acid (GABA), an important, mostly inhibitory neurotransmitter in the central nervous system, into succinic semialdehyde. The active enzyme is a homodimer of 50-kD subunits complexed to pyridoxal-5-phosphate. The protein sequence is over 95% similar to the pig protein. GABA is estimated to be present in nearly one-third of human synapses. ABAT in liver and brain is controlled by 2 codominant alleles with a frequency in a Caucasian population of 0.56 and 0.44. The ABAT deficiency phenotype includes psychomotor retardation, hypotonia, hyperreflexia, lethargy, refractory seizures, and EEG abnormalities. Multiple alternatively spliced transcript variants encoding the same protein isoform have been found for this gene. [provided by RefSeq, Jul 2008]",ENSCGRG00015011807,ENSCGRG00001016777,XM_035460555,XP_035316446,"['GO:0005739', 'GO:0042802', 'GO:0030170', 'GO:0009448', 'GO:0003867', 'GO:0048148', 'GO:0008483', 'GO:0030170', 'GO:0003824', 'GO:0003867', 'GO:0009448', 'GO:0032144', 'GO:0008483', 'GO:0030170', 'GO:0003824', 'GO:0008483', 'GO:0030170', 'GO:0003824']", ,18,ABAT,Amino Acid Metabolism
100759281,LOC100759281,"cytochrome c oxidase subunit 7A-related protein, mitochondrial",,ENSCGRG00015021958,,XM_003496214,XP_003496262,,G3GV32,9167,COX7A2L,Energy Metabolism
100759490,LOC100759490,RNA polymerase III subunit H,,,,XM_007608101,XP_007606291,, ,171568,POLR3H,Energy Metabolism
